chemin ,classe ,methode ,methode_LOC ,methode_CLOC ,methode_DC ,CC ,methode_BC ,
/home/daniel/Desktop/University/AUT20/IFT3913/IFT3913-TP1/IFT3913__El-Masri_Daniel__Bach_William__TP1/../files_to_analyze/Service.java,Service,getInscrits,3,0,0.0,0,0.0
/home/daniel/Desktop/University/AUT20/IFT3913/IFT3913-TP1/IFT3913__El-Masri_Daniel__Bach_William__TP1/../files_to_analyze/Service.java,Service,getInscriptions,3,0,0.0,0,0.0
/home/daniel/Desktop/University/AUT20/IFT3913/IFT3913-TP1/IFT3913__El-Masri_Daniel__Bach_William__TP1/../files_to_analyze/Service.java,Service,setID_int,7,0,0.0,1,0.0
/home/daniel/Desktop/University/AUT20/IFT3913/IFT3913-TP1/IFT3913__El-Masri_Daniel__Bach_William__TP1/../files_to_analyze/Service.java,Service,getID,3,0,0.0,0,0.0
/home/daniel/Desktop/University/AUT20/IFT3913/IFT3913-TP1/IFT3913__El-Masri_Daniel__Bach_William__TP1/../files_to_analyze/Service.java,Service,printInscriptions,4,0,0.0,0,0.0
/home/daniel/Desktop/University/AUT20/IFT3913/IFT3913-TP1/IFT3913__El-Masri_Daniel__Bach_William__TP1/../files_to_analyze/Service.java,Service,toCSV,5,0,0.0,0,0.0
/home/daniel/Desktop/University/AUT20/IFT3913/IFT3913-TP1/IFT3913__El-Masri_Daniel__Bach_William__TP1/../files_to_analyze/Service.java,Service,getFrais,3,0,0.0,0,0.0
/home/daniel/Desktop/University/AUT20/IFT3913/IFT3913-TP1/IFT3913__El-Masri_Daniel__Bach_William__TP1/../files_to_analyze/Service.java,Service,getDateDebut,6,0,0.0,0,0.0
/home/daniel/Desktop/University/AUT20/IFT3913/IFT3913-TP1/IFT3913__El-Masri_Daniel__Bach_William__TP1/../files_to_analyze/Service.java,Service,compareTo_Service,8,0,0.0,3,0.0
/home/daniel/Desktop/University/AUT20/IFT3913/IFT3913-TP1/IFT3913__El-Masri_Daniel__Bach_William__TP1/../files_to_analyze/Vues.java,Vues,VueMS_Scanner,7,4,0.5714286,0,0.0
/home/daniel/Desktop/University/AUT20/IFT3913/IFT3913-TP1/IFT3913__El-Masri_Daniel__Bach_William__TP1/../files_to_analyze/Vues.java,Vues,display,95,6,0.06315789,32,0.0019736842
